PARK_ID,RINK_ID,NAME,ADDRESS,WARD,ALTERNATE_NAME,MAJOR_CROSSSTREETS,FACILITY,PUBLIC_CHANGE_SPACE,BOARDS_Y_N,BOARDS_TYPE,TOILET,LIGHTS_TYPE,RINK_TYPE,SUPERVISION,ICE_MAINTENANCE,PARK_ADDRESS_FR,INSTALLATION_FR,SPACE_CHANGEMENT_PUBLIQUE_FR,PANNEAUX_Y_N_FR,PANNEAUX_FR,TOILETTE_FR,LUMI?RES_FR,PATINOIRE_TYPE_FR,SUPERVISION_FR,NAME_FR,OPEN_2012,Latitude,Longitude
48,178,CECIL MORRISON PARK,1332 AVENUE N  Old Ottawa,18,,Belfast/Tremblay,FIELDHOUSE,YES,NO,NONE,YES,PERM,Puddle,NO,Community,"1332,  AVENUE N",Pavillon,Oui,Non,Non,Oui,Oui,flaque,Non,PARC CECIL-MORRISON,Y,45.41705000210,-75.64529999980
459,31,RUTH WILDGEN PARK,1099 GRENON AVE Old Ottawa,7,,Pinecrest/Dumaurier,FIELDHOUSE,YES,YES,TEMP,YES,BOTH,RINK with Puddle,YES,Community,"1099, av GRENON",Pavillon,Oui,Oui,Temp,Oui,Oui,patinoire avec flaque,Oui,PARC RUTH-WILDGEN,Y,45.35101612680,-75.79601066540
335,205,ST. PAUL'S PARK,469 DONALD STREET Old Ottawa,13,(see comments),Donald/Frances,FIELDHOUSE,YES,NO,NONE,YES,TEMP,Double Surface,NO,Community,"469, rue DONALD",Pavillon,Oui,Non,Non,Oui,Oui,surface double,Non,PARC ST. PAUL'S,Y,45.42952460140,-75.64788751560
385,100,FAIRMONT PARK,265 FAIRMONT AVE Old Ottawa,15,,Carling/Fairmont,TRAILER,,NO,NONE,NO,PERM,Double Surface,YES,Community,"265, av FAIRMONT",Trailer,,Non,Non,Non,Oui,surface double,Oui,PARC FAIRMONT,Y,45.39836659140,-75.71918035100
1171,110,KARS RECREATION CENTRE,1604 OLD WELLINGTON ST Rideau,21,,Wellington/Rideau,COMMUNITY BUILDING,,YES,PERM,YES,YES,RINK with Puddle,NO,Community,"1604, rue OLD WELLINGTON",Installation communautaire,,Oui,Perm,Oui,Oui,patinoire avec flaque,Non,CENTRE R?CR?ATIF KARS,Y,45.14865559470,-75.64837647940
495,101,FISHER PARK,250 HOLLAND AVE Old Ottawa,15,,Holland/Byron,TRAILER - NEPEAN,,YES,TEMP,SCHOOL,PERM,RINK with Puddle,YES,Community,"250, av HOLLAND",Trailer,,Oui,Temp,Oui,Oui,patinoire avec flaque,Oui,PARC FISHER,Y,45.39651666870,-75.73171666640
514,133,BEARBROOK PARK AND POOL,99 BEARBROOK RD Gloucester,2,,Bearbrook/Innes,FIELDHOUSE,,YES,PERM,NO,PERM,RINK with Puddle,YES,Community,"99, ch BEARBROOK",Pavillon,,Oui,Perm,Non,Oui,patinoire avec flaque,Oui,PARC ET PISCINE BEARBROOK,Y,45.43386678690,-75.56351732850
444,47,BARRY MULLEN PARK,152 GRANDVIEW RD Nepean,7,,Moodie/Carling,FIELDHOUSE,YES,YES,TEMP,NO,PERM,Rink,YES,Community,"152, ch GRANDVIEW",Pavillon,Oui,Oui,Temp,Non,Oui,patinoire,Oui,PARC BARRY-MULLEN,Y,45.36068685740,-75.85682806610
1588,52,CELEBRATION PARK,200 CENTRAL PARK DR Old Ottawa,16,Central Park,Basline/Clyde,NONE,NO,NO,NONE,NO,TEMP,Double Surface,NO,Community,"200, prom CENTRAL PARK",None,Non,Non,Non,Non,Oui,surface double,Non,PARC CELEBRATION,Y,45.36713297230,-75.73539538930
1651,135,BLUE WILLOW PARK,6011 LONGLEAF DR Gloucester,2,CHAPEL HILL SOUTH,Longleaf/Orleans Bvld.,TRAILER,,YES,TEMP,NO,PERM,RINK with Puddle,YES,Community,"6011, prom LONGLEAF",Trailer,,Oui,Temp,Non,Oui,patinoire avec flaque,Oui,PARC BLUE WILLOW,Y,45.43665683780,-75.52866867190
1573,185,DR. JOHN HOPPS PARK,300 DEN HAAG DR Old Ottawa,13,,Montreal/Den Haag,NONE,NO,NO,NONE,NO,PERM,Double Surface,NO,Community,"300, prom DEN HAAG",None,Non,Non,Non,Non,Oui,surface double,Non,PARC DR.-JOHN-HOPPS,Y,45.44014758010,-75.63222456510
235,15,KATIMAVIK SCHOOL,64 CHIMO DR Kanata,23,,Eagleson/Equestrain,SCHOOL,NO,YES,TEMP,NO,TEMP,RINK with Puddle,NO,Community,"64, prom CHIMO",?cole,Non,Oui,Temp,Non,Oui,patinoire avec flaque,Non,PARC CATTAIL CREEK,Y,45.31052821310,-75.89000090780
0,120,MUTCHMOR SCHOOL,185 FIFTH AVENUE Old Ottawa,17,,Bank/Fifth,TRAILER,,YES,TEMP,NO,TEMP,RINK with Puddle,YES,Community,"185, av FIFTH",Trailer,,Oui,Temp,Non,Oui,patinoire avec flaque,Oui,?COLE MUTCHMOR,Y,45.40062132440,-75.69084886960
141,29,REGINA SCHOOL,2599 REGINA STREET Ottawa,7,,Richmond/Ottawa River Parkway,NONE,NO,NO,NONE,NO,PERM,Double Surface,NO,Community,"2599, rue REGINA",None,Non,Non,Non,Non,Oui,surface double,Non,PARC LINCOLN HEIGHTS,Y,45.36743138810,-75.79070387420
1031,236,RUSSELL BOYD PARK,1735 ST. BERNARD ST Gloucester,10,,Bank/St.Bernard,NONE,NO,NO,NONE,NO,PERM,Puddle,NO,Community,"1735, rue ST. BERNARD",None,Non,Non,Non,Non,Oui,flaque,Non,PARC RUSSELL-BOYD,Y,45.35189259800,-75.62601235120
1615,39,W.C. BOWES PARK,1251 HALTON TER Kanata,4,,Klondike/March,NONE,NO,NO,NONE,NO,NONE,Puddle,NO,Community,"1251, terr HALTON",None,Non,Non,Non,Non,Non,flaque,Non,PARC W.-C.-BOWES,Y,45.35067847880,-75.94076282810
842,162,QUEENSWOOD RIDGE PARK,346 KENNEDY LANE Cumberland,1,,St. Joseph/Prestone,FIELDHOUSE,,YES,PERM,YES,PERM,RINK with Puddle,YES,Community,"346, lane KENNEDY",Pavillon,,Oui,Perm,Oui,Oui,patinoire avec flaque,Oui,PARC QUEENSWOOD RIDGE,Y,45.47802133970,-75.50375099400
1666,212,BUTTERFLY PARK,711 LONG POINT CIR Gloucester,22,Findley Creek,Findlay Creek/Long Point Circle,NONE,,NO,NONE,NO,NONE,Double Surface,NO,Community,"711, cercle LONG POINT",None,,Non,Non,Non,Non,surface double,Non,PARC BUTTERFLY,Y,45.32010897940,-75.59941301970
1663,118,MOUNTAIN MEADOWS PARK,3740 MOUNTAIN MEADOWS CRES Gloucester,22,,Spratt/Canyon,NONE,,NO,NONE,NO,NONE,Puddle,NO,Community,"3740, crois MOUNTAIN MEADOWS",None,,Non,Non,Non,Non,flaque,Non,PARC MOUNTAIN MEADOWS,Y,45.28408077550,-75.68469724870
1633,33,SAWYER'S MEADOW PARK,80 SAWYER WAY Kanata,23,,Stonehaven/Richmond,NONE,NO,NO,NONE,NO,NONE,Puddle,NO,Community,"80, voie SAWYER",None,Non,Non,Non,Non,Non,flaque,Non,PARC SAWYER'S MEADOW,Y,45.28272207390,-75.84153621370
323,99,EVERGREEN PARK,906 DENISON CRES Old Ottawa,15,,,NONE,,NO,NONE,NO,NONE,Puddle,NO,Community,"906, crois DENISON",None,,Non,Non,Non,Non,flaque,Non,PARC EVERGREEN,Y,45.37291249890,-75.75363576860
1671,34,SCISSON'S PARK,96 BRIDLE PARK DR Kanata,23,,Stonehaven/Bridlepark,NONE,NO,NO,NONE,NO,NONE,Puddle,NO,Community,"96, prom BRIDLE PARK",None,Non,Non,Non,Non,Non,flaque,Non,PARC SCISSON'S,Y,45.28324832290,-75.84951730110
0,77,ST. GREGORY SCHOOL,148 MEADOWLANDS DR Nepean,8,(St Gregory School) Meadowlands Public School,Meadowlands/Thatcher,TRAILER - NEPEAN,YES,YES,TEMP,NO,PERM,Rink,YES,Community,"148, prom MEADOWLANDS",Trailer,Oui,Oui,Temp,Non,Oui,patinoire,Oui,?COLE ST. GREGORY,Y,45.34398654290,-75.74994551820
1682,144,GLANDRIEL PARK,2130 VALIN ST Cumberland,1,"Formerly known as CARDINAL CREEK and ""New Valin"" and ""Trim""",Valin/Glandriel,NONE,,NO,NONE,NO,NONE,Puddle (Low Boards),NO,Community,"2130, rue VALIN",None,,Non,Non,Non,Non,flaque (conseils faible),Non,PARC GLANDRIEL,Y,45.47485190500,-75.45240948370
2119,124,SPRATT PARK,4191 SPRATT ROAD Gloucester,22,,Limebank/Spratt,NONE,,YES,TEMP,NO,,RINK with Puddle,NO,Community,"4191, ch SPRATT",None,,Oui,Temp,Non,,patinoire avec flaque,Non,PARC SPRATT,Y,45.28023901560,-75.68586228900
3,16,KENSON PARK,1265 ADIRONDACK DR Old Ottawa,8,,Katimavik/Castlefrank,NONE,NO,NO,NONE,NO,NONE,Puddle,NO,Community,"1265, prom ADIRONDACK",None,Non,Non,Non,Non,Non,flaque,Non,PARC KENSON,Y,45.35413792210,-75.76556097390
1656,50,BERRY GLEN PARK,36 BERRY GLEN ST Nepean,22,,Prince of Wales/Woodroffe,NONE,NO,YES,TEMP,NO,PERM,RINK with Puddle,NO,Community,"36, rue BERRY GLEN",None,Non,Oui,Temp,Non,Oui,patinoire avec flaque,Non,PARC BERRY-GLEN,Y,45.26682588430,-75.71286303880
2109,245,KEYROCK PARK,401 BRUNSKILL WAY Kanata,4,,,NONE,NO,NO,NONE,NO,NONE,Puddle,NO,Community,"401, voie BRUNSKILL",None,Non,Non,Non,Non,Non,flaque,Non,PARC KEYROCK,Y,45.32160149290,-75.93055129540
694,23,MEADOWBREEZE PARK,98 MEADOWBREEZE DR Kanata,23,,Eagleson/Bridgestone,NONE,NO,YES,TEMP,NO,TEMP,Rink,NO,Community,"98, prom MEADOWBREEZE",None,Non,Oui,Temp,Non,Oui,patinoire,Non,PARC MEADOWBREEZE,Y,45.27435000240,-75.85388333310
969,36,STEPHEN LEACOCK PUBLIC SCHOOL,9 BEAVERBROOK RD Kanata,4,,Beaverbrook/Leacock,NONE,NO,YES,TEMP,NO,TEMP,RINK with Puddle,NO,Community,"9, ch BEAVERBROOK",None,Non,Oui,Temp,Non,Oui,patinoire avec flaque,Non,,Y,45.32536179740,-75.90165355420
2085,32,JUANITA SNELGROVE PARK,374 KINGHORN CRES Kanata,4,Briarbrook & Briar ridge,,BUNKER,NO,(YES) - maybe,PERM,NO,YES,Rink (Maybe Puddle for 2011),NO,Community,"374, crois KINGHORN",Bunker,Non,Oui,Perm,Non,Oui,patinoire,Non,PARC JUANITA-SNELGROVE,Y,45.35601594850,-75.92538953900
1626,127,TRUSTEE M. CURRY PARK,85 HARTSMERE DR Goulbourn,6,M Curry Park,Arrowood/Hartsmere,NONE,,(NO) - might have boards in 2010-11,TEMP,NO,NONE,Rink,NO,Community,"85, prom HARTSMERE",None,,Oui,Temp,Non,Non,patinoire,Non,PARC TRUSTEE M. CURRY,Y,45.24779458120,-75.90480738030
1142,202,VILLAGE GREEN PARK (ROCKCLIFFE),270 SPRINGFIELD RD Rockcliffe Park,13,ROCKCLIFFE,Buena Vista/Springfield,TRAILER,YES,YES,TEMP,NO,PERM,RINK with Puddle,YES,Community,"270, ch SPRINGFIELD",Trailer,Oui,Oui,Temp,Non,Oui,patinoire avec flaque,Oui,PARC VILLAGE GREEN,Y,45.44965467010,-75.67670793450
260,235,FRANK J. LICARI PARK,1990 COCHRANE ST Old Ottawa,16,Frank J. Licari Park,Cochrane/Paardeburgh,BRICK FIELDHOUSE,YES,YES,TEMP,YES,TEMP,Double Surface (Low Boards),YES,Community,"1990, rue COCHRANE",Pavillon,Oui,Oui,Temp,Oui,Oui,surface double (conseils faible),Oui,PARC FRANK J. LICARI,Y,45.36864374210,-75.65751967000
2457,278,DIAMOND JUBILEE PARK,2810 FINDLAY CREEK DR Gloucester,22,,,,,,,,,,,,"ADRESSE_DU_PARC	2810, PROMENADE FINDLAY CREEK, Gloucester",,,,,,,,,PARC DU JUBIL? DE DIAMANTE,Y,45.31480649530,-75.61011819880
365,277,HARKNESS PARK,6020 EIGHTH LINE RD Gloucester,19,,,,,,,,,,,,PARC HARKNESS,,,,,,,,,,Y,45.36517574650,-75.46395995900
1325,157,MICHAEL BUDD PARKK,2359 ORIENT PARK DR Gloucester,2,Michael Budd Park,Innes/Rhondel,NONE,,YES,TEMP - End Boards,NO,PERM,Puddle (End Boards),NO,Community,"2359, prom ORIENT PARK",None,,Oui,Temp,Non,Oui,flaque (conseils de fin),Non,PARC MICHAEL-BUDD,Y,45.43301259230,-75.55473395790
252,155,NORMAN JOHNSTON SCHOOL,2401 CLEROUX CRES Gloucester,2,,Innes/Cleroux,FIELDHOUSE,YES,YES,TEMP,NO,PERM,RINK with Puddle,YES,Community,"2401, crois CLEROUX",Pavillon,Oui,Oui,Temp,Non,Oui,patinoire avec flaque,Oui,PARC JOHN-KEMP,Y,45.43752239520,-75.54932532730
749,154,NORM CHILDS (NINTH LINE PARK AND CARLSBAD COMMUNITY CENTRE),5065 NINTH LINE RD Gloucester,19,,Farmers Way/Ninth Line,COMMUNITY CENTER,,YES,PERM,YES,PERM,Rink,YES,Community,"5065, ch NINTH LINE",Centre communautaire,,Oui,Perm,Oui,Oui,patinoire,Oui,PARC NINTH LINE ET CENTRE COMMUNAUTAIRE DE CARLSBAD (NORM CHILDS),Y,45.33434507470,-75.49471541130
65,58,FISHER HEIGHTS PARK,31 SUTTON PL Nepean,9,,Baseline/Farlene,COMMUNITY BUILDING,YES,YES,TEMP,NO,PERM,Rink,YES,Community,"31, place SUTTON",Installation communautaire,Oui,Oui,Temp,Non,Oui,patinoire,Oui,PARC FISHER HEIGHTS,Y,45.36486666930,-75.72178333320
255,86,BELLEVUE MANOR,1520 CALDWELL AVE Old Ottawa,16,,Merivale/Morisset,TRAILER,,NO,NONE,NO,TEMP,Double Surface,YES,Community,"1520, av CALDWELL",Trailer,,Non,Non,Non,Oui,surface double,Oui,BELLEVUE MANOR,Y,45.37269571470,-75.73989138370
1133,10,FITZROY HARBOUR,100 CLIFFORD CAMPBELL ST West Carleton,5,,Galetta/Carp,COMMUNITY CENTER,YES,YES,PERM,YES,PERM,Rink,YES,Community,"100, rue CLIFFORD CAMPBELL",Centre communautaire,Oui,Oui,Perm,Oui,Oui,patinoire,Oui,FITZROY HARBOUR,Y,45.47040911540,-76.20600373090
2169,248,ALLEGRO,434 Sparkman Ave.,19,,,,,,,,,,,,,,,,,,,,,,Y,45.44707300660,-75.47670019250
1122,274,UPLANDS PARK,3165 UPLANDS DR Old Ottawa,16,,,,,,,,,,,,"3165, Prom UPLANDS",,,,,,,,,PARC UPLANDS,Y,45.34892024370,-75.68221325840
95,270,APPLEWOOD,134 Begonia Ave.,18,,,,,,,,,,,,,,,,,,,,,,Y,45.38798707700,-75.66887895750
1983,267,BANDMASTER,230 Mistral Way,6,,,,,,,,,,,,,,,,,,,,,,Y,45.28689961190,-75.92070509400
994,246,TILLBURY PARK,725 SHERBOURNE RD Old Ottawa,15,,,,,,,,,,,,"725, ch SHERBOURNE",,,,,,,,,PARC TILLBURY,Y,45.37808349390,-75.75966069750
2456,272,FRESHWATER PARK,3025 FRESHWATER WAY Nepean,3,,,,,,,,,,,,,,,,,,,,,MINIPARC FRESHWATER,Y,45.25203675290,-75.74641361160
807,268,FORBES,669 Paul Ave,13,,,,,,,,,,,,,,,,,,,,,,Y,45.43930574280,-75.64280076260
2425,269,ST. AMBROISE,330 Meilleur Priv,12,,,,,,,,,,,,,,,,,,,,,,Y,45.43850762780,-75.66890757880
621,43,WOODROFFE PARK,180 LOCKHART AVE Old Ottawa,7,,Byron/Woodroffe,FIELDHOUSE,YES,YES,TEMP,YES,TEMP,RINK with Puddle,YES,Community,"180, av LOCKHART",Pavillon,Oui,Oui,Temp,Oui,Oui,patinoire avec flaque,Oui,PARC WOODROFFE,Y,45.37687736260,-75.77287592360
102,19,KINGSMERE PARK,2074 BENJAMIN AVE Old Ottawa,7,,Carling/Hare,FIELDHOUSE,YES,YES,TEMP,YES,TEMP,RINK with Puddle,YES,Community,"2074, av BENJAMIN",Pavillon,Oui,Oui,Temp,Oui,Oui,patinoire avec flaque,Oui,PARC KINGSMERE,Y,45.36538278900,-75.76290257820
7,1,AGINCOURT PARK,1269 ALBANY DR Old Ottawa,8,,Albany/Navaho,FIELDHOUSE,YES,YES,TEMP,YES,TEMP,Rink with Puddle,YES,Community,"1269, prom ALBANY",Pavillon,Oui,Oui,Temp,Oui,Oui,patinoire avec flaque,Oui,PARC AGINCOURT,Y,45.36059275030,-75.75367303600
338,128,WESTBORO KIWANIS PARK,411 DOVERCOURT AVE Old Ottawa,15,,Dovercourt/Cole,TRAILER,,YES,TEMP,YES,TEMP,RINK with Puddle,YES,Community,"411, av DOVERCOURT",Trailer,,Oui,Temp,Oui,Oui,patinoire avec flaque,Oui,PARC WESTBORO KIWANIS,Y,45.38373662680,-75.75396636410
432,105,GLEBE MEMORIAL PARK,75 GLENDALE AVE Old Ottawa,17,,Bronson/Renfrew,SHACK,,NO,NONE,NO,TEMP,Double Surface,YES,Community,"75, av GLENDALE",Cabane,,Non,Non,Non,Oui,surface double,Oui,PARC GLEBE MEMORIAL,Y,45.40483291230,-75.69884505320
797,42,WHITEHAVEN / GEORGE C. BROWN PARK,970 PARKHAVEN AVE Old Ottawa,7,,Carling/Woodroffe,TRAILER,YES,NO,NONE,NO,PERM,Double Surface,YES,Community,"970, av PARKHAVEN",Trailer,Oui,Non,Non,Non,Oui,surface double,Oui,PARC WHITEHAVEN / PARC GEORGE-C.-BROWN,Y,45.36157012080,-75.77610688170
92,98,EV TREMBLAY PARK,108 BEECH ST Old Ottawa,15,,Carling/Bayswater,FIELDHOUSE,,YES,TEMP,YES,TEMP,RINK with Puddle,YES,Community,"108, rue BEECH",Pavillon,,Oui,Temp,Oui,Oui,patinoire avec flaque,Oui,PARC EV-TREMBLAY,Y,45.39960939050,-75.71169793440
808,233,PUSHMAN PARK,1270 PEBBLE RD Old Ottawa,10,,Cahill Dr./ Pebble,WOOD SHACK & BRICK FIELDHOUSE,YES,YES,TEMP,NO,TEMP,RINK with Puddle,YES,Community,"1270, ch PEBBLE",Cabane,Oui,Oui,Temp,Non,Oui,patinoire avec flaque,Oui,PARC R.-GEORGE-PUSHMAN,Y,45.35982414030,-75.64878542440
880,209,ALTA VISTA PARK,1309 RANDALL AVE Old Ottawa,18,,Randall/Beaver,BRICK FIELDHOUSE,YES,NO,NONE,YES,TEMP,Double Surface,YES,Community,"1309, av RANDALL",Pavillon,Oui,Non,Non,Oui,Oui,surface double,Oui,PARC ALTA VISTA,Y,45.38372571310,-75.66638226610
968,237,SANDLEWOOD PARK,2850 SANDALWOOD DR Old Ottawa,18,,Sandalwood/Baycrest,BRICK FIELDHOUSE,YES,YES,TEMP,YES,TEMP,RINK with Puddle,YES,Community,"2850, prom SANDALWOOD",Pavillon,Oui,Oui,Temp,Oui,Oui,patinoire avec flaque,Oui,PARC SANDLEWOOD,Y,45.37854899040,-75.64773101370
403,239,SHAREL PARK,1900 FLORIDA AVE Old Ottawa,18,,Florida/Atwater,BRICK FIELDHOUSE,YES,NO,NONE,NO,TEMP,Double Surface,YES,Community,"1900, av FLORIDA",Pavillon,Oui,Non,Non,Non,Oui,surface double,Oui,PARC SHAREL,Y,45.38251742290,-75.63845958790
130,228,OWL PARK,180 BOURBON ST Old Ottawa,16,,Cahill dr. W/Owl,BRICK FIELDHOUSE,YES,YES,TEMP,YES,BOTH,RINK with Puddle,YES,Community,"180, rue BOURBON",Pavillon,Oui,Oui,Temp,Oui,Oui,patinoire avec flaque,Oui,PARC OWL,Y,45.35435938630,-75.66407414510
1062,75,ROONEY PARK,15 STEEPLE HILL CRES Nepean,21,,Fallowfield/Steeple hill,TRAILER - NEPEAN,YES,YES,TEMP,NO,PERM,Rink,YES,Community,"15, crois STEEPLE HILL",Trailer,Oui,Oui,Temp,Non,Oui,patinoire,Oui,PARC ROONEY,Y,45.26787048740,-75.82622970340
550,193,MARCHAND PARK,1163 KENASTON ST Gloucester,11,,Cyrville/Labrie,NONE,NO,YES,TEMP,NO,PERM,Puddle,NO,City,"1163, rue KENASTON",None,Non,Oui,Temp,Non,Oui,flaque,Non,PARC MARCHAND,Y,45.41847015890,-75.62459234730
208,176,BINGHAM PARK,145 CATHCART ST Old Ottawa,12,(see comments),Dalhouise/Cathcart,FIELDHOUSE,YES,YES,TEMP,YES,PERM,Rink,YES,Community,"145, rue CATHCART",Pavillon,Oui,Oui,Temp,Oui,Oui,patinoire,Oui,PARC BINGHAM,Y,45.43328019020,-75.69613045650
1334,7,CONSTANCE BAY COMMUNITY CENTRE PARK,262 LEN PURCELL DR West Carleton,5,Constance and Bucham's Bay Community Association,Len Purcell Drive/Fireside,COMMUNITY CENTER,YES,YES,PERM,YES,PERM,Rink,YES,Community,"262, prom LEN PURCELL",Centre communautaire,Oui,Oui,Perm,Oui,Oui,patinoire,Oui,PARC DU CENTRE COMMUNAUTAIRE DE CONSTANCE BAY,Y,45.49893714960,-76.09285799410
768,6,CARROL HOMESTEAD COMMUNITY PARK/UPPER HUNTLEY COMMUNITY CENTRE,3447 OLD ALMONTE RD West Carleton,5,,Old Almonte/Corkery,COMMUNITY BUILDING,YES,YES,PERM,YES,PERM,Rink,NO,Community,"3447, ch OLD ALMONTE",Installation communautaire,Oui,Oui,Perm,Oui,Oui,patinoire,Non,PARC COMMUNAUTAIRE CARROL-HOMESTEAD / CENTRE COMMUNAUTAIRE UPPER HUNTLEY,Y,45.25943333550,-76.06225000030
348,171,WILFRED MURRAY PARK KENNEDY ARENA,1115 DUNNING RD Cumberland,19,,Old Montreal/Dunning,ARENA,,YES,PERM,YES,PERM,Rink,YES,Community,"1115, ch DUNNING",Arﬁne,,Oui,Perm,Oui,Oui,patinoire,Oui,PARC WILFRED-MURRAY  / AR?NA ET SALLE COMMUNAUTAIRE R.-J.-KENNEDY,Y,45.51499034620,-75.40266439130
267,153,NAVAN CENTENNIAL PARK,1279 COLONIAL ROAD Cumberland,19,,,ARENA,,YES,TEMP,YES,PERM,Double Surface (End Boards),NO,Community,"1279, ch COLONIAL",Arﬁne,,Oui,Temp,Oui,Oui,surface double (conseils de fin),Non,PARC NAVAN CENTENNIAL,Y,45.41978295630,-75.42132204610
1032,196,OPTIMISTE PARK,43 STE. CECILE ST Vanier,12,,Beechwood/Ste. Cecile,FIELDHOUSE,NO,YES,TEMP,CLOSED - yes,PERM,Rink,NO,City,"43, rue STE. CECILE",Pavillon,Non,Oui,Temp,Oui,Oui,patinoire,Non,PARC OPTIMISTE,Y,45.44244018850,-75.66904160730
249,88,BRANTWOOD PARK,120 CLEGG ST Old Ottawa,17,,Main/Clegg,COMMUNITY BUILDING,,NO,NONE,YES,TEMP,Double Surface,YES,Community,"120, rue CLEGG",Installation communautaire,,Non,Non,Oui,Oui,surface double,Oui,PARC BRANTWOOD,Y,45.40539705240,-75.67116750070
120,216,ELIZABETH MANLEY PARK,1161 BLOHM DR Old Ottawa,10,,Blohm/Lorry Greenberg,BRICK FIELDHOUSE,YES,YES,TEMP,YES,TEMP,RINK with Puddle,YES,Community,"1161, prom BLOHM",Pavillon,Oui,Oui,Temp,Oui,Oui,patinoire avec flaque,Oui,PARC ELIZABETH-MANLEY,Y,45.37029271330,-75.61956860890
219,49,BEN FRANKLIN PLACE,101 CENTREPOINTE DR Nepean,8,,Woodroffe/Tallwood,PORTABLES,YES,NO,NONE,BFP,TEMP,Artificial Ice Surface,NO,City,"101, prom CENTREPOINTE",Portables,Oui,Non,Non,Oui,Oui,la surface de glace artificielle,Non,PLACE-BEN-FRANKLIN,Y,45.34431287920,-75.76382234150
220,53,CENTREPOINTE PARK,114 CENTREPOINTE DR Nepean,8,,Centrepoint/Stonebriar,TRAILER - NEPEAN,YES,YES,TEMP,NO,TEMP,Rink,YES,Community,"114, prom CENTREPOINTE",Trailer,Oui,Oui,Temp,Non,Oui,patinoire,Oui,PARC CENTREPOINTE,Y,45.33979505730,-75.77101968280
231,54,CHARING PARK,37 CHARTWELL AVE Nepean,9,,Craig Henry/Conover,TRAILER - NEPEAN,YES,YES,TEMP,NO,PERM,RINK with Puddle,YES,Community,"37, av CHARTWELL",Trailer,Oui,Oui,Temp,Non,Oui,patinoire avec flaque,Oui,PARC CHARING,Y,45.33254726670,-75.76650970530
